fps,latency
30.1205,0
29.7619,0
29.9401,0
29.2398,0
30.9598,0
29.5858,0
30.303,0
29.9401,0
30.1205,0
30.1205,0
30.303,0
29.9401,0
30.03,0
30.581,0
29.9401,0
29.9401,0
29.8507,0
29.9401,0
30.1205,0
30.03,0
29.5858,0
29.6736,0
30.1205,0
30.303,0
29.0698,0
30.4878,0
29.2398,0
30.303,0
29.4118,0
30.1205,0
29.4118,0
30.581,0
29.2398,0
28.9855,0
30.6748,0
29.8507,0
29.9401,0
30.03,0
29.7619,0
29.5858,0
30.6748,0
30.03,0
29.8507,0
30.581,0
30.03,0
29.4118,0
30.9598,0
29.7619,0
29.7619,0
30.581,0
30.2115,0
29.4118,0
30.4878,0
29.7619,0
30.03,0
30.6748,0
29.7619,0
29.6736,0
30.9598,0
30.03,0
29.4985,0
30.03,0
29.6736,0
31.0559,0
29.4985,0
29.7619,0
29.0698,0
30.303,0
29.1545,0
29.8507,0
30.4878,0
29.9401,0
30.6748,0
29.9401,0
30.03,0
30.581,0
30.8642,0
30.303,0
30.303,0
30.3951,0
29.4985,0
30.6748,0
30.1205,0
29.4118,0
30.6748,0
29.5858,0
30.1205,0
30.2115,0
29.7619,0
29.8507,0
30.03,0
29.4118,0
29.1545,0
30.581,0
29.7619,0
29.6736,0
29.4985,0
29.1545,0
30.8642,0
29.8507,0
30.2115,0
29.3255,0
30.4878,0
29.6736,0
29.5858,0
30.1205,0
29.8507,0
29.9401,0
29.9401,0
29.9401,0
29.3255,0
31.0559,0
30.3951,0
29.3255,0
30.581,0
30.1205,0
30.581,0
30.2115,0
29.6736,0
29.6736,0
30.303,0
30.03,0
29.0698,0
31.0559,0
29.4985,0
29.8507,0
29.6736,0
30.6748,0
30.3951,0
29.7619,0
30.8642,0
30.03,0
30.303,0
30.303,0
30.303,0
29.7619,0
30.581,0
30.03,0
29.3255,0
30.2115,0
29.1545,0
29.4118,0
30.1205,0
29.2398,0
29.8507,0
29.8507,0
29.7619,0
29.9401,0
30.6748,0
30.03,0
29.4985,0
30.9598,0
30.1205,0
29.7619,0
29.7619,0
30.581,0
29.3255,0
29.8507,0
29.3255,0
29.5858,0
31.25,0
29.0698,0
30.303,0
29.4118,0
29.9401,0
29.2398,0
30.7692,0
29.4118,0
30.3951,0
30.6748,0
28.8184,0
30.303,0
29.4118,0
30.2115,0
30.3951,0
30.7692,0
29.5858,0
29.4118,0
29.9401,0
30.03,0
30.2115,0
30.303,0
29.6736,0
30.1205,0
30.303,0
29.5858,0
30.2115,0
30.1205,0
30.303,0
29.5858,0
30.9598,0
29.4118,0
30.2115,0
30.2115,0
29.9401,0
29.7619,0
29.5858,0
30.303,0
29.7619,0
29.7619,0
29.6736,0
29.9401,0
30.581,0
30.03,0
28.9017,0
30.581,0
30.4878,0
30.6748,0
29.9401,0
29.9401,0
30.1205,0
30.3951,0
29.4985,0
29.7619,0
30.03,0
30.03,0
29.4118,0
29.9401,0
29.1545,0
30.4878,0
29.3255,0
29.8507,0
29.6736,0
29.7619,0
31.1526,0
29.5858,0
30.2115,0
29.4985,0
29.9401,0
30.4878,0
30.6748,0
30.1205,0
30.6748,0
30.581,0
29.0698,0
30.6748,0
30.6748,0
30.3951,0
30.1205,0
29.7619,0
30.03,0
30.303,0
29.3255,0
29.0698,0
30.6748,0
29.0698,0
29.4118,0
29.7619,0
30.581,0
30.03,0
29.2398,0
30.2115,0
30.3951,0
30.8642,0
30.303,0
30.03,0
30.2115,0
30.303,0
29.8507,0
30.2115,0
30.303,0
29.1545,0
29.6736,0
30.303,0
29.4118,0
29.3255,0
29.6736,0
29.9401,0
29.7619,0
29.9401,0
29.6736,0
30.303,0
30.2115,0
30.303,0
29.6736,0
31.25,0
30.03,0
30.3951,0
30.2115,0
29.4985,0
30.6748,0
30.9598,0
30.9598,0
28.9017,0
30.7692,0
30.1205,0
29.6736,0
29.8507,0
30.3951,0
29.7619,0
29.9401,0
29.2398,0
28.5714,0
30.8642,0
30.1205,0
29.6736,0
30.303,0
28.9017,0
30.03,0
30.2115,0
30.303,0
29.3255,0
30.8642,0
30.303,0
29.8507,0
29.9401,0
30.3951,0
31.0559,0
29.3255,0
29.9401,0
29.0698,0
31.25,0
29.7619,0
29.6736,0
29.5858,0
29.4118,0
31.1526,0
29.5858,0
30.2115,0
30.8642,0
29.4985,0
30.03,0
29.6736,0
29.1545,0
30.1205,0
29.3255,0
29.4118,0
30.303,0
28.9855,0
29.4118,0
30.303,0
29.7619,0
29.5858,0
29.5858,0
29.3255,0
29.5858,0
29.9401,0
30.2115,0
30.2115,0
29.2398,0
29.9401,0
29.8507,0
30.03,0
30.2115,0
29.9401,0
30.4878,0
30.1205,0
29.7619,0
30.03,0
30.3951,0
30.03,0
30.1205,0
30.03,0
29.4118,0
30.3951,0
30.303,0
29.2398,0
29.8507,0
29.5858,0
29.6736,0
30.03,0
30.2115,0
29.9401,0
30.1205,0
29.9401,0
30.1205,0
30.6748,0
29.8507,0
30.3951,0
30.6748,0
29.2398,0
29.6736,0
30.303,0
30.03,0
30.303,0
30.03,0
29.5858,0
30.4878,0
29.9401,0
29.4118,0
30.6748,0
30.3951,0
29.7619,0
30.9598,0
29.3255,0
30.1205,0
29.8507,0
29.9401,0
30.1205,0
30.6748,0
29.0698,0
29.0698,0
30.3951,0
29.5858,0
30.6748,0
29.0698,0
30.303,0
29.7619,0
30.8642,0
28.9017,0
30.2115,0
30.6748,0
29.2398,0
30.6748,0
29.3255,0
30.03,0
29.6736,0
30.3951,0
29.8507,0
30.7692,0
29.8507,0
30.03,0
30.7692,0
29.6736,0
29.7619,0
29.8507,0
30.4878,0
30.303,0
30.3951,0
30.1205,0
30.1205,0
29.9401,0
29.9401,0
30.303,0
30.03,0
30.03,0
30.1205,0
30.03,0
29.9401,0
29.8507,0
29.8507,0
30.2115,0
30.2115,0
29.9401,0
30.581,0
30.03,0
29.7619,0
30.1205,0
29.7619,0
30.03,0
30.3951,0
30.03,0
29.8507,0
30.303,0
29.6736,0
29.6736,0
30.581,0
29.5858,0
29.9401,0
30.2115,0
29.4985,0
29.6736,0
30.2115,0
29.7619,0
29.9401,0
30.303,0
29.6736,0
29.9401,0
30.2115,0
29.8507,0
29.8507,0
30.3951,0
30.03,0
30.2115,0
30.303,0
29.3255,0
30.303,0
30.303,0
30.03,0
30.1205,0
30.2115,0
29.9401,0
29.9401,0
30.03,0
29.9401,0
30.4878,0
29.9401,0
30.03,0
30.03,0
29.4118,0
30.6748,0
29.5858,0
29.7619,0
29.0698,0
29.8507,0
30.9598,0
28.9855,0
29.4985,0
29.2398,0
29.9401,0
29.4985,0
30.03,0
29.9401,0
30.303,0
29.2398,0
30.303,0
30.8642,0
30.303,0
30.03,0
29.4985,0
30.9598,0
29.9401,0
30.03,0
29.4985,0
30.303,0
29.6736,0
29.2398,0
29.8507,0
30.03,0
30.581,0
29.8507,0
29.4985,0
30.03,0
30.8642,0
30.2115,0
30.03,0
29.9401,0
30.03,0
29.8507,0
30.03,0
29.4118,0
30.4878,0
29.8507,0
29.0698,0
29.9401,0
29.0698,0
31.1526,0
29.3255,0
30.1205,0
30.581,0
29.9401,0
30.1205,0
29.7619,0
29.8507,0
30.6748,0
31.0559,0
29.6736,0
29.7619,0
29.8507,0
30.2115,0
30.1205,0
30.1205,0
29.7619,0
31.0559,0
30.303,0
30.303,0
29.6736,0
30.9598,0
30.8642,0
30.2115,0
30.8642,0
29.3255,0
30.1205,0
30.3951,0
29.9401,0
29.2398,0
30.303,0
30.303,0
30.03,0
30.03,0
28.9855,0
30.03,0
30.581,0
29.7619,0
30.03,0
29.7619,0
29.6736,0
29.6736,0
28.9855,0
29.6736,0
30.303,0
29.9401,0
29.4985,0
29.9401,0
29.6736,0
30.581,0
29.0698,0
30.303,0
